"condition","brightness_rating","File","gender","age","student","psycho","cd","cd_comparable"
"reversal",5,"008_stevens.dat","w",19,1,1,57.2,1.8
"reversal",3,"008_stevens.dat","w",19,1,1,100,1
"reversal",6,"008_stevens.dat","w",19,1,1,32,3.2
"reversal",20,"008_stevens.dat","w",19,1,1,1,100
"reversal",9,"008_stevens.dat","w",19,1,1,17.9,5.7
"reversal",14,"008_stevens.dat","w",19,1,1,1.8,57.2
"reversal",11,"008_stevens.dat","w",19,1,1,5.7,17.9
"reversal",5,"008_stevens.dat","w",19,1,1,57.2,1.8
"reversal",20,"008_stevens.dat","w",19,1,1,1,100
"reversal",20,"008_stevens.dat","w",19,1,1,1.8,57.2
"reversal",19,"008_stevens.dat","w",19,1,1,3.2,32
"reversal",13,"008_stevens.dat","w",19,1,1,5.7,17.9
"reversal",11,"008_stevens.dat","w",19,1,1,5.7,17.9
"reversal",12,"008_stevens.dat","w",19,1,1,3.2,32
"reversal",9,"008_stevens.dat","w",19,1,1,17.9,5.7
"reversal",13,"008_stevens.dat","w",19,1,1,3.2,32
"reversal",11,"008_stevens.dat","w",19,1,1,5.7,17.9
"reversal",5,"008_stevens.dat","w",19,1,1,32,3.2
"reversal",5,"008_stevens.dat","w",19,1,1,32,3.2
"reversal",15,"008_stevens.dat","w",19,1,1,1.8,57.2
"reversal",3,"008_stevens.dat","w",19,1,1,57.2,1.8
"reversal",20,"008_stevens.dat","w",19,1,1,1.8,57.2
"reversal",3,"008_stevens.dat","w",19,1,1,57.2,1.8
"reversal",11,"008_stevens.dat","w",19,1,1,5.7,17.9
"reversal",11,"008_stevens.dat","w",19,1,1,3.2,32
"reversal",5,"008_stevens.dat","w",19,1,1,32,3.2
"reversal",2,"008_stevens.dat","w",19,1,1,100,1
"reversal",2,"008_stevens.dat","w",19,1,1,100,1
"reversal",3,"008_stevens.dat","w",19,1,1,57.2,1.8
"reversal",2,"008_stevens.dat","w",19,1,1,100,1
"reversal",9,"008_stevens.dat","w",19,1,1,17.9,5.7
"reversal",2,"008_stevens.dat","w",19,1,1,100,1
"reversal",12,"009_stevens.dat","w",26,1,0,5.7,17.9
"reversal",2,"009_stevens.dat","w",26,1,0,57.2,1.8
"reversal",15,"009_stevens.dat","w",26,1,0,3.2,32
"reversal",1,"009_stevens.dat","w",26,1,0,100,1
"reversal",4,"009_stevens.dat","w",26,1,0,57.2,1.8
"reversal",5,"009_stevens.dat","w",26,1,0,57.2,1.8
"reversal",20,"009_stevens.dat","w",26,1,0,1.8,57.2
"reversal",25,"009_stevens.dat","w",26,1,0,1.8,57.2
"reversal",12,"009_stevens.dat","w",26,1,0,5.7,17.9
"reversal",1,"009_stevens.dat","w",26,1,0,100,1
"reversal",2,"009_stevens.dat","w",26,1,0,57.2,1.8
"reversal",20,"009_stevens.dat","w",26,1,0,1.8,57.2
"reversal",18,"009_stevens.dat","w",26,1,0,3.2,32
"reversal",8,"009_stevens.dat","w",26,1,0,32,3.2
"reversal",7,"009_stevens.dat","w",26,1,0,32,3.2
"reversal",9,"009_stevens.dat","w",26,1,0,17.9,5.7
"reversal",6,"009_stevens.dat","w",26,1,0,32,3.2
"reversal",9,"009_stevens.dat","w",26,1,0,17.9,5.7
"reversal",2,"009_stevens.dat","w",26,1,0,57.2,1.8
"reversal",20,"009_stevens.dat","w",26,1,0,1.8,57.2
"reversal",7,"009_stevens.dat","w",26,1,0,32,3.2
"reversal",12,"009_stevens.dat","w",26,1,0,5.7,17.9
"reversal",28,"009_stevens.dat","w",26,1,0,1,100
"reversal",30,"009_stevens.dat","w",26,1,0,1,100
"reversal",0.8,"009_stevens.dat","w",26,1,0,100,1
"reversal",35,"009_stevens.dat","w",26,1,0,1,100
"reversal",1,"009_stevens.dat","w",26,1,0,100,1
"reversal",35,"009_stevens.dat","w",26,1,0,1,100
"reversal",9,"009_stevens.dat","w",26,1,0,17.9,5.7
"reversal",6,"009_stevens.dat","w",26,1,0,32,3.2
"reversal",12,"009_stevens.dat","w",26,1,0,5.7,17.9
"reversal",15,"009_stevens.dat","w",26,1,0,3.2,32
"reversal",9,"009_stevens.dat","w",26,1,0,17.9,5.7
"reversal",15,"009_stevens.dat","w",26,1,0,3.2,32
"reversal",1,"009_stevens.dat","w",26,1,0,100,1
"reversal",38,"009_stevens.dat","w",26,1,0,1,100
"reversal",30,"009_stevens.dat","w",26,1,0,1.8,57.2
"reversal",13,"009_stevens.dat","w",26,1,0,5.7,17.9
"reversal",14,"009_stevens.dat","w",26,1,0,3.2,32
"reversal",9,"009_stevens.dat","w",26,1,0,17.9,5.7
"standard",18,"009_stevens.dat","w",26,1,0,57.2,57.2
"standard",19,"009_stevens.dat","w",26,1,0,57.2,57.2
"standard",9,"009_stevens.dat","w",26,1,0,5.7,5.7
"standard",13,"009_stevens.dat","w",26,1,0,32,32
"standard",8,"009_stevens.dat","w",26,1,0,5.7,5.7
"standard",8,"009_stevens.dat","w",26,1,0,5.7,5.7
"standard",16,"009_stevens.dat","w",26,1,0,57.2,57.2
"standard",20,"009_stevens.dat","w",26,1,0,100,100
"standard",8,"009_stevens.dat","w",26,1,0,5.7,5.7
"standard",6,"009_stevens.dat","w",26,1,0,3.2,3.2
"standard",7,"009_stevens.dat","w",26,1,0,5.7,5.7
"standard",11,"009_stevens.dat","w",26,1,0,17.9,17.9
"standard",1,"009_stevens.dat","w",26,1,0,1,1
"standard",0.9,"009_stevens.dat","w",26,1,0,1,1
"standard",3,"009_stevens.dat","w",26,1,0,3.2,3.2
"standard",9,"009_stevens.dat","w",26,1,0,17.9,17.9
"standard",3,"009_stevens.dat","w",26,1,0,1.8,1.8
"standard",2,"009_stevens.dat","w",26,1,0,1,1
"standard",11,"009_stevens.dat","w",26,1,0,32,32
"standard",11,"009_stevens.dat","w",26,1,0,17.9,17.9
"standard",13,"009_stevens.dat","w",26,1,0,32,32
"standard",16,"009_stevens.dat","w",26,1,0,57.2,57.2
"standard",5,"009_stevens.dat","w",26,1,0,1.8,1.8
"standard",11,"009_stevens.dat","w",26,1,0,17.9,17.9
"standard",20,"009_stevens.dat","w",26,1,0,100,100
"standard",23,"009_stevens.dat","w",26,1,0,100,100
"standard",16,"009_stevens.dat","w",26,1,0,32,32
"standard",18,"009_stevens.dat","w",26,1,0,57.2,57.2
"standard",7,"009_stevens.dat","w",26,1,0,3.2,3.2
"standard",23,"009_stevens.dat","w",26,1,0,100,100
"standard",8,"009_stevens.dat","w",26,1,0,3.2,3.2
"standard",9,"009_stevens.dat","w",26,1,0,17.9,17.9
"standard",8,"009_stevens.dat","w",26,1,0,3.2,3.2
"standard",1,"009_stevens.dat","w",26,1,0,1,1
"standard",2,"009_stevens.dat","w",26,1,0,1.8,1.8
"standard",1,"009_stevens.dat","w",26,1,0,1,1
"standard",2,"009_stevens.dat","w",26,1,0,1.8,1.8
"standard",25,"009_stevens.dat","w",26,1,0,100,100
"standard",12,"009_stevens.dat","w",26,1,0,32,32
"standard",5,"009_stevens.dat","w",26,1,0,1.8,1.8
"standard",5,"010_stevens.dat","w",19,1,0,1.8,1.8
"standard",12,"010_stevens.dat","w",19,1,0,32,32
"standard",11,"010_stevens.dat","w",19,1,0,17.9,17.9
"standard",8,"010_stevens.dat","w",19,1,0,3.2,3.2
"standard",7.5,"010_stevens.dat","w",19,1,0,5.7,5.7
"standard",7,"010_stevens.dat","w",19,1,0,3.2,3.2
"standard",30,"010_stevens.dat","w",19,1,0,100,100
"standard",7,"010_stevens.dat","w",19,1,0,5.7,5.7
"standard",3,"010_stevens.dat","w",19,1,0,1,1
"standard",25,"010_stevens.dat","w",19,1,0,57.2,57.2
"standard",6,"010_stevens.dat","w",19,1,0,3.2,3.2
"standard",15,"010_stevens.dat","w",19,1,0,57.2,57.2
"standard",9,"010_stevens.dat","w",19,1,0,5.7,5.7
"standard",25,"010_stevens.dat","w",19,1,0,100,100
"standard",3,"010_stevens.dat","w",19,1,0,1,1
"standard",30,"010_stevens.dat","w",19,1,0,57.2,57.2
"standard",7,"010_stevens.dat","w",19,1,0,5.7,5.7
"standard",20,"010_stevens.dat","w",19,1,0,57.2,57.2
"standard",18,"010_stevens.dat","w",19,1,0,57.2,57.2
"standard",15,"010_stevens.dat","w",19,1,0,32,32
"standard",22,"010_stevens.dat","w",19,1,0,100,100
"standard",11,"010_stevens.dat","w",19,1,0,17.9,17.9
"standard",13,"010_stevens.dat","w",19,1,0,32,32
"standard",12,"010_stevens.dat","w",19,1,0,17.9,17.9
"standard",13,"010_stevens.dat","w",19,1,0,32,32
"standard",9,"010_stevens.dat","w",19,1,0,3.2,3.2
"standard",8,"010_stevens.dat","w",19,1,0,1.8,1.8
"standard",8,"010_stevens.dat","w",19,1,0,1,1
"standard",9,"010_stevens.dat","w",19,1,0,3.2,3.2
"standard",13,"010_stevens.dat","w",19,1,0,32,32
"standard",40,"010_stevens.dat","w",19,1,0,100,100
"standard",5,"010_stevens.dat","w",19,1,0,1.8,1.8
"standard",6,"010_stevens.dat","w",19,1,0,1.8,1.8
"standard",5,"010_stevens.dat","w",19,1,0,1,1
"standard",8,"010_stevens.dat","w",19,1,0,5.7,5.7
"standard",4,"010_stevens.dat","w",19,1,0,1,1
"standard",11,"010_stevens.dat","w",19,1,0,17.9,17.9
"standard",8,"010_stevens.dat","w",19,1,0,1.8,1.8
"standard",11,"010_stevens.dat","w",19,1,0,17.9,17.9
"standard",20,"010_stevens.dat","w",19,1,0,100,100
"reversal",13,"010_stevens.dat","w",19,1,0,5.7,17.9
"reversal",5,"010_stevens.dat","w",19,1,0,57.2,1.8
"reversal",6,"010_stevens.dat","w",19,1,0,32,3.2
"reversal",3,"010_stevens.dat","w",19,1,0,100,1
"reversal",13,"010_stevens.dat","w",19,1,0,5.7,17.9
"reversal",14,"010_stevens.dat","w",19,1,0,1.8,57.2
"reversal",8,"010_stevens.dat","w",19,1,0,57.2,1.8
"reversal",14,"010_stevens.dat","w",19,1,0,3.2,32
"reversal",7,"010_stevens.dat","w",19,1,0,32,3.2
"reversal",20,"010_stevens.dat","w",19,1,0,1,100
"reversal",5,"010_stevens.dat","w",19,1,0,57.2,1.8
"reversal",2,"010_stevens.dat","w",19,1,0,100,1
"reversal",1.5,"010_stevens.dat","w",19,1,0,100,1
"reversal",13,"010_stevens.dat","w",19,1,0,1.8,57.2
"reversal",15,"010_stevens.dat","w",19,1,0,5.7,17.9
"reversal",15,"010_stevens.dat","w",19,1,0,5.7,17.9
"reversal",13,"010_stevens.dat","w",19,1,0,17.9,5.7
"reversal",18,"010_stevens.dat","w",19,1,0,1.8,57.2
"reversal",2,"010_stevens.dat","w",19,1,0,100,1
"reversal",15,"010_stevens.dat","w",19,1,0,3.2,32
"reversal",15,"010_stevens.dat","w",19,1,0,3.2,32
"reversal",10,"010_stevens.dat","w",19,1,0,17.9,5.7
"reversal",9,"010_stevens.dat","w",19,1,0,32,3.2
"reversal",25,"010_stevens.dat","w",19,1,0,1,100
"reversal",9.5,"010_stevens.dat","w",19,1,0,17.9,5.7
"reversal",7,"010_stevens.dat","w",19,1,0,32,3.2
"reversal",15,"010_stevens.dat","w",19,1,0,1.8,57.2
"reversal",5,"010_stevens.dat","w",19,1,0,57.2,1.8
"reversal",20,"010_stevens.dat","w",19,1,0,1,100
"reversal",13,"010_stevens.dat","w",19,1,0,5.7,17.9
"reversal",25,"010_stevens.dat","w",19,1,0,1,100
"reversal",5,"010_stevens.dat","w",19,1,0,57.2,1.8
"reversal",15,"010_stevens.dat","w",19,1,0,3.2,32
"reversal",15,"010_stevens.dat","w",19,1,0,1.8,57.2
"reversal",7,"010_stevens.dat","w",19,1,0,32,3.2
"reversal",13,"010_stevens.dat","w",19,1,0,3.2,32
"reversal",9.5,"010_stevens.dat","w",19,1,0,17.9,5.7
"reversal",9.6,"010_stevens.dat","w",19,1,0,17.9,5.7
"reversal",4,"010_stevens.dat","w",19,1,0,100,1
"reversal",15,"010_stevens.dat","w",19,1,0,1,100
"reversal",2,"011_stevens.dat","w",22,1,0,100,1
"reversal",4,"011_stevens.dat","w",22,1,0,57.2,1.8
"reversal",14,"011_stevens.dat","w",22,1,0,5.7,17.9
"reversal",23,"011_stevens.dat","w",22,1,0,3.2,32
"reversal",24,"011_stevens.dat","w",22,1,0,3.2,32
"reversal",8,"011_stevens.dat","w",22,1,0,17.9,5.7
"reversal",1,"011_stevens.dat","w",22,1,0,100,1
"reversal",22,"011_stevens.dat","w",22,1,0,3.2,32
"reversal",35,"011_stevens.dat","w",22,1,0,1,100
"reversal",22,"011_stevens.dat","w",22,1,0,3.2,32
"reversal",3,"011_stevens.dat","w",22,1,0,100,1
"reversal",5,"011_stevens.dat","w",22,1,0,32,3.2
"reversal",3,"011_stevens.dat","w",22,1,0,57.2,1.8
"reversal",4,"011_stevens.dat","w",22,1,0,57.2,1.8
"reversal",20,"011_stevens.dat","w",22,1,0,5.7,17.9
"reversal",40,"011_stevens.dat","w",22,1,0,1,100
"reversal",25,"011_stevens.dat","w",22,1,0,3.2,32
"reversal",9,"011_stevens.dat","w",22,1,0,17.9,5.7
"reversal",43,"011_stevens.dat","w",22,1,0,1,100
"reversal",7,"011_stevens.dat","w",22,1,0,32,3.2
"reversal",50,"011_stevens.dat","w",22,1,0,1,100
"reversal",8,"011_stevens.dat","w",22,1,0,17.9,5.7
"reversal",12,"011_stevens.dat","w",22,1,0,5.7,17.9
"reversal",4,"011_stevens.dat","w",22,1,0,32,3.2
"reversal",20,"011_stevens.dat","w",22,1,0,1.8,57.2
"reversal",9,"011_stevens.dat","w",22,1,0,17.9,5.7
"reversal",25,"011_stevens.dat","w",22,1,0,1.8,57.2
"reversal",3,"011_stevens.dat","w",22,1,0,57.2,1.8
"reversal",13,"011_stevens.dat","w",22,1,0,5.7,17.9
"reversal",7,"011_stevens.dat","w",22,1,0,32,3.2
"reversal",3,"011_stevens.dat","w",22,1,0,100,1
"reversal",9,"011_stevens.dat","w",22,1,0,17.9,5.7
"reversal",40,"011_stevens.dat","w",22,1,0,1,100
"reversal",2,"011_stevens.dat","w",22,1,0,100,1
"reversal",20,"011_stevens.dat","w",22,1,0,1.8,57.2
"reversal",30,"011_stevens.dat","w",22,1,0,1.8,57.2
"reversal",2,"011_stevens.dat","w",22,1,0,57.2,1.8
"reversal",4,"011_stevens.dat","w",22,1,0,32,3.2
"reversal",26,"011_stevens.dat","w",22,1,0,1.8,57.2
"reversal",16,"011_stevens.dat","w",22,1,0,5.7,17.9
"standard",12,"011_stevens.dat","w",22,1,0,17.9,17.9
"standard",8,"011_stevens.dat","w",22,1,0,3.2,3.2
"standard",8,"011_stevens.dat","w",22,1,0,3.2,3.2
"standard",30,"011_stevens.dat","w",22,1,0,57.2,57.2
"standard",2,"011_stevens.dat","w",22,1,0,1.8,1.8
"standard",1,"011_stevens.dat","w",22,1,0,1,1
"standard",9,"011_stevens.dat","w",22,1,0,17.9,17.9
"standard",8,"011_stevens.dat","w",22,1,0,5.7,5.7
"standard",6,"011_stevens.dat","w",22,1,0,3.2,3.2
"standard",18,"011_stevens.dat","w",22,1,0,32,32
"standard",0.1,"011_stevens.dat","w",22,1,0,1,1
"standard",25,"011_stevens.dat","w",22,1,0,57.2,57.2
"standard",0.1,"011_stevens.dat","w",22,1,0,1,1
"standard",1,"011_stevens.dat","w",22,1,0,1.8,1.8
"standard",17,"011_stevens.dat","w",22,1,0,32,32
"standard",18,"011_stevens.dat","w",22,1,0,57.2,57.2
"standard",3,"011_stevens.dat","w",22,1,0,1.8,1.8
"standard",12,"011_stevens.dat","w",22,1,0,32,32
"standard",11,"011_stevens.dat","w",22,1,0,17.9,17.9
"standard",37,"011_stevens.dat","w",22,1,0,100,100
"standard",38,"011_stevens.dat","w",22,1,0,100,100
"standard",6,"011_stevens.dat","w",22,1,0,3.2,3.2
"standard",25,"011_stevens.dat","w",22,1,0,100,100
"standard",8,"011_stevens.dat","w",22,1,0,5.7,5.7
"standard",20,"011_stevens.dat","w",22,1,0,57.2,57.2
"standard",8,"011_stevens.dat","w",22,1,0,5.7,5.7
"standard",28,"011_stevens.dat","w",22,1,0,100,100
"standard",8,"011_stevens.dat","w",22,1,0,5.7,5.7
"standard",14,"011_stevens.dat","w",22,1,0,17.9,17.9
"standard",30,"011_stevens.dat","w",22,1,0,100,100
"standard",7,"011_stevens.dat","w",22,1,0,3.2,3.2
"standard",8,"011_stevens.dat","w",22,1,0,5.7,5.7
"standard",0.5,"011_stevens.dat","w",22,1,0,1,1
"standard",0.8,"011_stevens.dat","w",22,1,0,1.8,1.8
"standard",19,"011_stevens.dat","w",22,1,0,57.2,57.2
"standard",12,"011_stevens.dat","w",22,1,0,17.9,17.9
"standard",19,"011_stevens.dat","w",22,1,0,1.8,1.8
"standard",14,"011_stevens.dat","w",22,1,0,32,32
"standard",0.1,"011_stevens.dat","w",22,1,0,1,1
"standard",16,"011_stevens.dat","w",22,1,0,32,32
"standard",30,"012_stevens.dat","w",23,0,0,57.2,57.2
"standard",2.5,"012_stevens.dat","w",23,0,0,1,1
"standard",11,"012_stevens.dat","w",23,0,0,17.9,17.9
"standard",35,"012_stevens.dat","w",23,0,0,100,100
"standard",20,"012_stevens.dat","w",23,0,0,57.2,57.2
"standard",5,"012_stevens.dat","w",23,0,0,3.2,3.2
"standard",17,"012_stevens.dat","w",23,0,0,32,32
"standard",18,"012_stevens.dat","w",23,0,0,57.2,57.2
"standard",1.25,"012_stevens.dat","w",23,0,0,1.8,1.8
"standard",0.5,"012_stevens.dat","w",23,0,0,1,1
"standard",9,"012_stevens.dat","w",23,0,0,5.7,5.7
"standard",13,"012_stevens.dat","w",23,0,0,32,32
"standard",0.25,"012_stevens.dat","w",23,0,0,1,1
"standard",11,"012_stevens.dat","w",23,0,0,17.9,17.9
"standard",15,"012_stevens.dat","w",23,0,0,32,32
"standard",9.5,"012_stevens.dat","w",23,0,0,5.7,5.7
"standard",13,"012_stevens.dat","w",23,0,0,32,32
"standard",9.75,"012_stevens.dat","w",23,0,0,5.7,5.7
"standard",50,"012_stevens.dat","w",23,0,0,100,100
"standard",2,"012_stevens.dat","w",23,0,0,1.8,1.8
"standard",9.5,"012_stevens.dat","w",23,0,0,5.7,5.7
"standard",20,"012_stevens.dat","w",23,0,0,57.2,57.2
"standard",9.75,"012_stevens.dat","w",23,0,0,5.7,5.7
"standard",12,"012_stevens.dat","w",23,0,0,32,32
"standard",10.05,"012_stevens.dat","w",23,0,0,17.9,17.9
"standard",4,"012_stevens.dat","w",23,0,0,3.2,3.2
"standard",0.75,"012_stevens.dat","w",23,0,0,1,1
"standard",1,"012_stevens.dat","w",23,0,0,1.8,1.8
"standard",8,"012_stevens.dat","w",23,0,0,3.2,3.2
"standard",10.25,"012_stevens.dat","w",23,0,0,17.9,17.9
"standard",8,"012_stevens.dat","w",23,0,0,3.2,3.2
"standard",35,"012_stevens.dat","w",23,0,0,57.2,57.2
"standard",55,"012_stevens.dat","w",23,0,0,100,100
"standard",60,"012_stevens.dat","w",23,0,0,100,100
"standard",0.5,"012_stevens.dat","w",23,0,0,1.8,1.8
"standard",10.05,"012_stevens.dat","w",23,0,0,17.9,17.9
"standard",40,"012_stevens.dat","w",23,0,0,100,100
"standard",1,"012_stevens.dat","w",23,0,0,1.8,1.8
"standard",2,"012_stevens.dat","w",23,0,0,3.2,3.2
"standard",0.75,"012_stevens.dat","w",23,0,0,1,1
"reversal",8,"012_stevens.dat","w",23,0,0,17.9,5.7
"reversal",14,"012_stevens.dat","w",23,0,0,1.8,57.2
"reversal",9.5,"012_stevens.dat","w",23,0,0,17.9,5.7
"reversal",12,"012_stevens.dat","w",23,0,0,3.2,32
"reversal",15,"012_stevens.dat","w",23,0,0,1.8,57.2
"reversal",12,"012_stevens.dat","w",23,0,0,3.2,32
"reversal",13,"012_stevens.dat","w",23,0,0,1.8,57.2
"reversal",10.05,"012_stevens.dat","w",23,0,0,5.7,17.9
"reversal",0.05,"012_stevens.dat","w",23,0,0,100,1
"reversal",6,"012_stevens.dat","w",23,0,0,32,3.2
"reversal",11,"012_stevens.dat","w",23,0,0,5.7,17.9
"reversal",0.25,"012_stevens.dat","w",23,0,0,100,1
"reversal",40,"012_stevens.dat","w",23,0,0,1,100
"reversal",9.75,"012_stevens.dat","w",23,0,0,17.9,5.7
"reversal",9.5,"012_stevens.dat","w",23,0,0,32,3.2
"reversal",13,"012_stevens.dat","w",23,0,0,3.2,32
"reversal",20,"012_stevens.dat","w",23,0,0,1,100
"reversal",0.125,"012_stevens.dat","w",23,0,0,100,1
"reversal",0.125,"012_stevens.dat","w",23,0,0,100,1
"reversal",8,"012_stevens.dat","w",23,0,0,32,3.2
"reversal",6,"012_stevens.dat","w",23,0,0,57.2,1.8
"reversal",5,"012_stevens.dat","w",23,0,0,57.2,1.8
"reversal",65,"012_stevens.dat","w",23,0,0,1,100
"reversal",3,"012_stevens.dat","w",23,0,0,57.2,1.8
"reversal",1.5,"012_stevens.dat","w",23,0,0,57.2,1.8
"reversal",10.5,"012_stevens.dat","w",23,0,0,5.7,17.9
"reversal",8.5,"012_stevens.dat","w",23,0,0,32,3.2
"reversal",14,"012_stevens.dat","w",23,0,0,3.2,32
"reversal",16,"012_stevens.dat","w",23,0,0,1.8,57.2
"reversal",7,"012_stevens.dat","w",23,0,0,32,3.2
"reversal",50,"012_stevens.dat","w",23,0,0,1,100
"reversal",0.5,"012_stevens.dat","w",23,0,0,57.2,1.8
"reversal",9.75,"012_stevens.dat","w",23,0,0,17.9,5.7
"reversal",10.25,"012_stevens.dat","w",23,0,0,5.7,17.9
"reversal",35,"012_stevens.dat","w",23,0,0,1,100
"reversal",10.05,"012_stevens.dat","w",23,0,0,5.7,17.9
"reversal",1.25,"012_stevens.dat","w",23,0,0,100,1
"reversal",9.8,"012_stevens.dat","w",23,0,0,17.9,5.7
"reversal",18,"012_stevens.dat","w",23,0,0,1.8,57.2
"reversal",14,"012_stevens.dat","w",23,0,0,3.2,32
"reversal",6,"013_stevens.dat","w",19,1,1,32,3.2
"reversal",18,"013_stevens.dat","w",19,1,1,1.8,57.2
"reversal",0.5,"013_stevens.dat","w",19,1,1,100,1
"reversal",0.5,"013_stevens.dat","w",19,1,1,100,1
"reversal",25,"013_stevens.dat","w",19,1,1,1,100
"reversal",1,"013_stevens.dat","w",19,1,1,100,1
"reversal",18,"013_stevens.dat","w",19,1,1,3.2,32
"reversal",20,"013_stevens.dat","w",19,1,1,1.8,57.2
"reversal",20,"013_stevens.dat","w",19,1,1,1.8,57.2
"reversal",11,"013_stevens.dat","w",19,1,1,5.7,17.9
"reversal",9,"013_stevens.dat","w",19,1,1,17.9,5.7
"reversal",5,"013_stevens.dat","w",19,1,1,57.2,1.8
"reversal",14,"013_stevens.dat","w",19,1,1,3.2,32
"reversal",9.5,"013_stevens.dat","w",19,1,1,17.9,5.7
"reversal",4,"013_stevens.dat","w",19,1,1,57.2,1.8
"reversal",5,"013_stevens.dat","w",19,1,1,32,3.2
"reversal",21,"013_stevens.dat","w",19,1,1,1.8,57.2
"reversal",6,"013_stevens.dat","w",19,1,1,32,3.2
"reversal",12,"013_stevens.dat","w",19,1,1,5.7,17.9
"reversal",7,"013_stevens.dat","w",19,1,1,32,3.2
"reversal",14,"013_stevens.dat","w",19,1,1,5.7,17.9
"reversal",21,"013_stevens.dat","w",19,1,1,1.8,57.2
"reversal",20,"013_stevens.dat","w",19,1,1,3.2,32
"reversal",30,"013_stevens.dat","w",19,1,1,1,100
"reversal",9.5,"013_stevens.dat","w",19,1,1,17.9,5.7
"reversal",0.25,"013_stevens.dat","w",19,1,1,100,1
"reversal",11.5,"013_stevens.dat","w",19,1,1,5.7,17.9
"reversal",9,"013_stevens.dat","w",19,1,1,17.9,5.7
"reversal",13,"013_stevens.dat","w",19,1,1,3.2,32
"reversal",13,"013_stevens.dat","w",19,1,1,3.2,32
"reversal",9,"013_stevens.dat","w",19,1,1,17.9,5.7
"reversal",4,"013_stevens.dat","w",19,1,1,57.2,1.8
"reversal",32,"013_stevens.dat","w",19,1,1,1,100
"reversal",32,"013_stevens.dat","w",19,1,1,1,100
"reversal",3,"013_stevens.dat","w",19,1,1,57.2,1.8
"reversal",21,"013_stevens.dat","w",19,1,1,1,100
"reversal",3,"013_stevens.dat","w",19,1,1,57.2,1.8
"reversal",0.5,"013_stevens.dat","w",19,1,1,100,1
"reversal",6,"013_stevens.dat","w",19,1,1,32,3.2
"reversal",13,"013_stevens.dat","w",19,1,1,5.7,17.9
"standard",5,"013_stevens.dat","w",19,1,1,3.2,3.2
"standard",11,"013_stevens.dat","w",19,1,1,17.9,17.9
"standard",9,"013_stevens.dat","w",19,1,1,5.7,5.7
"standard",4,"013_stevens.dat","w",19,1,1,1.8,1.8
"standard",3,"013_stevens.dat","w",19,1,1,1,1
"standard",27,"013_stevens.dat","w",19,1,1,57.2,57.2
"standard",20,"013_stevens.dat","w",19,1,1,32,32
"standard",30,"013_stevens.dat","w",19,1,1,100,100
"standard",20,"013_stevens.dat","w",19,1,1,32,32
"standard",25,"013_stevens.dat","w",19,1,1,57.2,57.2
"standard",28,"013_stevens.dat","w",19,1,1,100,100
"standard",0.5,"013_stevens.dat","w",19,1,1,1,1
"standard",1,"013_stevens.dat","w",19,1,1,1.8,1.8
"standard",10.5,"013_stevens.dat","w",19,1,1,17.9,17.9
"standard",10.5,"013_stevens.dat","w",19,1,1,17.9,17.9
"standard",30,"013_stevens.dat","w",19,1,1,100,100
"standard",22,"013_stevens.dat","w",19,1,1,57.2,57.2
"standard",30,"013_stevens.dat","w",19,1,1,100,100
"standard",22,"013_stevens.dat","w",19,1,1,32,32
"standard",0.5,"013_stevens.dat","w",19,1,1,1,1
"standard",10.5,"013_stevens.dat","w",19,1,1,17.9,17.9
"standard",9.5,"013_stevens.dat","w",19,1,1,5.7,5.7
"standard",5,"013_stevens.dat","w",19,1,1,1.8,1.8
"standard",4,"013_stevens.dat","w",19,1,1,1,1
"standard",4,"013_stevens.dat","w",19,1,1,1,1
"standard",7,"013_stevens.dat","w",19,1,1,3.2,3.2
"standard",13,"013_stevens.dat","w",19,1,1,32,32
"standard",12,"013_stevens.dat","w",19,1,1,32,32
"standard",5,"013_stevens.dat","w",19,1,1,3.2,3.2
"standard",6,"013_stevens.dat","w",19,1,1,5.7,5.7
"standard",25,"013_stevens.dat","w",19,1,1,57.2,57.2
"standard",8,"013_stevens.dat","w",19,1,1,5.7,5.7
"standard",8,"013_stevens.dat","w",19,1,1,3.2,3.2
"standard",25,"013_stevens.dat","w",19,1,1,57.2,57.2
"standard",5,"013_stevens.dat","w",19,1,1,3.2,3.2
"standard",3,"013_stevens.dat","w",19,1,1,1.8,1.8
"standard",35,"013_stevens.dat","w",19,1,1,100,100
"standard",7,"013_stevens.dat","w",19,1,1,5.7,5.7
"standard",10.5,"013_stevens.dat","w",19,1,1,17.9,17.9
"standard",3,"013_stevens.dat","w",19,1,1,1.8,1.8
"standard",50,"014_stevens.dat","w",30,1,0,57.2,57.2
"standard",3.33,"014_stevens.dat","w",30,1,0,1,1
"standard",5,"014_stevens.dat","w",30,1,0,5.7,5.7
"standard",35,"014_stevens.dat","w",30,1,0,57.2,57.2
"standard",6,"014_stevens.dat","w",30,1,0,5.7,5.7
"standard",12,"014_stevens.dat","w",30,1,0,17.9,17.9
"standard",11,"014_stevens.dat","w",30,1,0,17.9,17.9
"standard",14,"014_stevens.dat","w",30,1,0,32,32
"standard",30,"014_stevens.dat","w",30,1,0,100,100
"standard",3.33,"014_stevens.dat","w",30,1,0,1.8,1.8
"standard",4,"014_stevens.dat","w",30,1,0,3.2,3.2
"standard",30,"014_stevens.dat","w",30,1,0,100,100
"standard",15,"014_stevens.dat","w",30,1,0,32,32
"standard",3,"014_stevens.dat","w",30,1,0,1.8,1.8
